artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),type
['Sonny Clark'],[36934],0.505,0.405,0.714,129.898,-14.385,0,5,0.696,0.89,0.106,0.0432,0,303125,10,1960,3/23/1960,***** Mambo,Jazz
['Sonny Clark'],[36934],0.634,0.36,0.713,82.805,-13.272,1,0,0.757,0.000702,0.261,0.0394,0,465562,11,1962,1/1/1962,Melody For C,Jazz
['Sonny Clark'],[36934],0.505,0.403,0.434,132.377,-13.785,1,8,0.846,0.937,0.223,0.0344,0,230653,10,1960,3/23/1960,Minor Meeting,Jazz
['Sonny Clark'],[36934],0.521,0.352,0.704,118.998,-14.093,1,8,0.823,0.943,0.25,0.0579,0,373055,8,1960,3/23/1960,Junka,Jazz
['Sonny Clark'],[36934],0.58,0.48,0.48,108.892,-7.682,0,7,0.837,0.00432,0.171,0.0339,0,563613,49,1958,1958,Cool Struttin',Jazz
['Sonny Clark'],[36934],0.491,0.357,0.821,106.905,-15.935,1,8,0.831,0.917,0.111,0.0886,0,305006,32,1960,3/23/1960,Junka (Alternative Version),Jazz
['Sonny Clark'],[36934],0.633,0.578,0.729,94.056,-7.075,0,5,0.803,0.00274,0.107,0.0382,0,574053,25,1958,1958,**** ***** - Rudy Van Gelder ************ Remaster,Jazz
['Sonny Clark'],[36934],0.523,0.364,0.795,116.292,-13.538,0,5,0.614,0.731,0.0816,0.0645,0,380447,26,1960,3/23/1960,Sonny's Crip,Jazz
['Sonny Clark'],[36934],0.502,0.534,0.661,77.783,-6.892,0,5,0.832,0.00768,0.315,0.0487,0,619733,23,1958,1958,**** Minor - Rudy Van Gelder ************ Remaster,Jazz
['Sonny Clark'],[36934],0.663,0.688,0.822,105.633,-6.441,1,5,0.782,0.0305,0.111,0.0403,0,498400,20,1958,1958,Sippin' At Bells - Rudy Van Gelder ************ Remaster,Jazz
['Sonny Clark'],[36934],0.52,0.266,0.486,143.713,-13.724,0,5,0.912,0.0371,0.112,0.0597,0,446267,18,1957,1957,Dial S For Sonny - Rudy Van Gelder Edition / **** Remaster,Jazz
['Sonny Clark'],[36934],0.431,0.559,0.777,156.646,-10.395,1,5,0.853,0.0052,0.12,0.0393,0,405067,17,1957,1957,Shoutin' On A Riff,Jazz
['Sonny Clark'],[36934],0.505,0.544,0.69,177.787,-8.612,1,8,0.686,0.00988,0.358,0.0524,0,540960,19,1958,1958,Royal Flush - Rudy Van Gelder ************ Remaster,Jazz
['Sonny Clark'],[36934],0.618,0.367,0.551,105.047,-12.016,0,0,0.843,9.75e-06,0.107,0.0328,0,414760,17,1958,1958,Minor Meeting,Jazz
['Sonny Clark'],[36934],0.482,0.747,0.524,145.569,-7.752,0,5,0.788,0.0632,0.0785,0.0591,0,423320,18,1958,1958,Lover - Rudy Van Gelder ************ Remaster,Jazz
['Sonny Rollins'],[39656],0.576,0.28,0.717,151.805,-16.398,1,0,0.675,0.0254,0.0734,0.0942,0,330933,12,1957,1957,Mangoes,Jazz
['Sonny Rollins'],[39656],0.533,0.569,0.351,77.849,-8.596,1,3,0.766,0.0044,0.3,0.0322,0,564320,15,1957,1957,Misterioso - Rudy Van Gelder ************ *********** Bit Masteringr,Jazz
['Sonny Rollins'],[39656],0.572,0.134,0.356,73.184,-21.591,1,0,0.366,0.0961,0.0954,0.0479,0,392053,16,1957,1957,Way Out West,Jazz
['Sonny Rollins'],[39656],0.547,0.0873,0.354,83.749,-20.051,0,7,0.741,0.401,0.0884,0.0613,0,316053,16,1957,1957,There Is No Greater Love,Jazz
['Sonny Rollins'],[39656],0.513,0.53,0.657,163.601,-12.918,1,0,0.694,0.651,0.43,0.155,0,483147,13,1957,1957,Softly As In A Morning Sunrise - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.578,0.442,0.558,137.199,-10.834,0,5,0.682,0.00869,0.0284,0.0394,0,584760,18,1966,1966,"Alfie's Theme - From ""Alfie"" Score",Jazz
['Sonny Rollins'],[39656],0.666,0.308,0.574,113.025,-9.272,0,5,0.889,0.76,0.0764,0.0564,0,478453,16,1957,1957,Decision - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.572,0.379,0.359,144.707,-12.455,0,5,0.691,0.628,0.698,0.115,0,403187,14,1957,1957,Softly As In A Morning Sunrise (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.392,0.649,0.595,90.536,-8.198,1,8,0.585,0.0113,0.154,0.0431,0,378147,5,1955,1955,There's No Business Like Show Business,Jazz
['Sonny Rollins'],[39656],0.368,0.0857,0.379,177.98,-17.324,0,7,0.976,0.151,0.111,0.036,0,261333,14,1956,1956,My Ideal,Jazz
['Sonny Rollins'],[39656],0.6,0.275,0.738,94.157,-16.737,0,0,0.443,0.0135,0.117,0.0355,0,200173,10,1957,1957,Ev'ry Time We Say Goodbye,Jazz
['Sonny Rollins'],[39656],0.604,0.331,0.791,136.868,-16.632,1,0,0.672,0.192,0.689,0.134,0,592933,13,1957,1957,I've Got You Under My Skin - Live,Jazz
['Sonny Rollins'],[39656],0.472,0.0406,0.622,78.314,-17.18,1,3,0.939,0.91,0.0982,0.0488,0,223667,11,1957,1957,It Could Happen To You,Jazz
['Sonny Rollins'],[39656],0.424,0.205,0.164,97.331,-13.869,0,10,0.905,0.78,0.124,0.029,0,239707,13,1964,1964,'Round ********,Jazz
['Sonny Rollins'],[39656],0.623,0.144,0.647,139.412,-16.806,1,5,0.92,0.894,0.171,0.0429,0,182267,10,1957,1957,Dearly Beloved,Jazz
['Sonny Rollins'],[39656],0.666,0.0991,0.369,130.906,-20.918,0,7,0.422,0.255,0.0789,0.0861,0,612027,14,1957,1957,Wagon Wheels,Jazz
['Sonny Rollins'],[39656],0.598,0.783,0.839,113.41,-9.516,1,7,0.48,0.0416,0.94,0.37,0,496320,12,1957,1957,A ***** In Tunisia (Afternoon) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.472,0.702,0.746,101.053,-6.537,0,7,0.689,0.000437,0.345,0.0333,0,345400,12,1957,1957,Why Don't I - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.552,0.0449,0.407,91.339,-14.888,1,3,0.933,0.276,0.0908,0.096,0,300960,11,1958,1958,Till There Was You (take 4),Jazz
['Sonny Rollins'],[39656],0.697,0.134,0.632,98.974,-22.285,0,0,0.587,0.557,0.115,0.0533,0,322667,10,1958,1958,I've Told Ev'ry Little Star,Jazz
['Sonny Rollins'],[39656],0.675,0.0467,0.822,108.538,-16.568,1,10,0.952,0.665,0.0772,0.0887,0,258507,10,1958,1/1/1958,Body & Soul,Jazz
['Sonny Rollins'],[39656],0.532,0.496,0.558,130.72,-10.877,0,5,0.573,0.241,0.17,0.052,0,178680,10,1958,1958,Will You Still Be Mine,Jazz
['Sonny Rollins'],[39656],0.517,0.476,0.585,96.449,-10.749,1,8,0.327,0.0128,0.0548,0.0504,0,280587,10,1958,1958,******* I'll Find You,Jazz
['Sonny Rollins'],[39656],0.49,0.635,0.727,92.038,-7.665,0,2,0.547,0.00792,0.108,0.038,0,295693,4,1955,1955,Paradox,Jazz
['Sonny Rollins'],[39656],0.452,0.336,0.423,86.338,-9.914,0,5,0.873,0.0141,0.291,0.0333,0,366427,11,1957,1957,Poor Butterfly - Rudy Van Gelder ************ *************** Mastering,Jazz
['Sonny Rollins'],[39656],0.583,0.729,0.618,119.031,-9.079,1,1,0.372,0.108,0.166,0.147,0,506333,10,1957,1957,Four (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.588,0.754,0.718,77.264,-9.077,0,5,0.632,0.0013,0.77,0.24,0,526582,13,1957,1957,Sonnymoon For Two (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.617,0.112,0.515,77.582,-23.865,0,9,0.672,0.661,0.103,0.0377,0,356307,10,1958,1958,Alone Together,Jazz
['Sonny Rollins'],[39656],0.508,0.0401,0.348,178.743,-24.902,1,7,0.88,0.843,0.151,0.0941,0,461000,6,1958,1958,How High The Moon,Jazz
['Sonny Rollins'],[39656],0.414,0.65,0.51,175.245,-9.028,0,2,0.716,0.0252,0.291,0.0648,0,163067,12,1964,1964,Afternoon in Paris,Jazz
['Sonny Rollins'],[39656],0.546,0.555,0.493,148.708,-9.539,1,8,0.556,2.25e-05,0.0471,0.0386,0,242533,11,1964,1964,Now's the Time,Jazz
['Sonny Rollins'],[39656],0.51,0.678,0.695,121.728,-8.145,1,8,0.48,0.379,0.0629,0.0431,0,358147,3,1955,1955,Rain Check,Jazz
['Sonny Rollins'],[39656],0.445,0.418,0.337,67.035,-8.948,1,8,0.766,0.00361,0.28,0.0289,0,423253,10,1957,1957,Reflections - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.693,0.301,0.589,109.337,-17.453,1,1,0.688,0.361,0.079,0.127,0,500000,9,1957,1957,**** 'N You - Live / Evening Take,Jazz
['Sonny Rollins'],[39656],0.557,0.582,0.502,137.59,-9.454,1,0,0.271,0.00119,0.837,0.128,0,406133,9,1957,1957,All The Things You Are (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.542,0.28,0.712,163.225,-15.007,0,7,0.144,0.00116,0.0512,0.174,0,608173,10,1957,1957,I'm An Old ******* - Alternate Take,Jazz
['Sonny Rollins'],[39656],0.634,0.401,0.874,90.25,-18.767,1,0,0.782,0.0365,0.537,0.147,0,533867,11,1957,1957,A ***** In Tunisia - Live / Evening Take,Jazz
['Sonny Rollins'],[39656],0.614,0.0901,0.466,91.66,-15.838,1,8,0.895,0.8,0.0982,0.0736,0,260160,8,1958,1958,Till There Was You (take **,Jazz
['Sonny Rollins'],[39656],0.555,0.225,0.415,108.87,-14.998,1,8,0.605,0.38,0.129,0.0575,0,534867,18,1963,1963,Lover Man - Remastered,Jazz
['Sonny Rollins'],[39656],0.559,0.233,0.407,137.407,-13.992,1,2,0.658,0.631,0.0974,0.0409,0,197400,16,1964,1964,When You Wish Upon a Star - Remastered ****,Jazz
['Sonny Rollins'],[39656],0.506,0.729,0.578,106.803,-10.465,1,9,0.604,0.0349,0.279,0.0745,0,551800,6,1956,1956,B. Quick,Jazz
['Sonny Rollins'],[39656],0.458,0.689,0.758,128.025,-6.951,1,0,0.679,2.73e-05,0.129,0.0347,0,384107,10,1957,1957,You Stepped Out Of A Dream - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.523,0.684,0.852,89.203,-10.382,1,0,0.641,0.00281,0.471,0.154,0,543813,10,1957,1957,A ***** In Tunisia (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.563,0.539,0.808,140.285,-10.256,1,0,0.415,0.0406,0.881,0.212,0,603467,9,1957,1957,I've Got You Under My Skin (Afternoon) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.361,0.376,0.394,181.579,-15.013,1,2,0.587,0.705,0.104,0.0478,0,256840,9,1958,1958,Shadow Waltz,Jazz
['Sonny Rollins'],[39656],0.672,0.366,0.541,93.418,-19.479,1,8,0.126,0.929,0.293,0.0767,0,348880,8,1958,1958,There Will Never Be Another You,Jazz
['Sonny Rollins'],[39656],0.619,0.034,0.294,69.873,-22.496,1,0,0.897,0.884,0.111,0.0558,0,397867,7,1958,1958,In The Chapel In The Moonlight,Jazz
['Sonny Rollins'],[39656],0.626,0.0624,0.475,92.344,-15.362,0,5,0.919,0.774,0.101,0.0633,0,298987,7,1958,1958,Till There was You (take 3),Jazz
['Sonny Rollins'],[39656],0.485,0.633,0.745,144.221,-11.747,1,0,0.51,1.01e-05,0.114,0.0996,0,329613,10,1964,1964,**** 'n' Boogie,Jazz
['Sonny Rollins'],[39656],0.692,0.576,0.62,108.964,-9.384,1,1,0.625,0.341,0.725,0.156,0,509000,8,1957,1957,**** 'N You (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.534,0.615,0.787,126.947,-8.026,0,2,0.704,0.00215,0.282,0.0475,0,574573,8,1957,1957,Sonnysphere - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.551,0.298,0.657,124.116,-16.284,1,8,0.344,0.0655,0.332,0.0656,0,308307,9,1958,1/1/1958,If You Were The Only **** In The World,Jazz
['Sonny Rollins'],[39656],0.655,0.632,0.865,113.525,-10.898,1,10,0.355,0.000124,0.149,0.0623,0,724653,6,1962,6/21/1962,If Ever I Would Leave You,Jazz
['Sonny Rollins'],[39656],0.491,0.772,0.654,130.72,-9.702,1,7,0.158,6.57e-05,0.25,0.0845,0,560440,7,1957,1957,I'll Remember April (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.369,0.799,0.762,159.249,-6.66,1,8,0.663,0.000267,0.154,0.0449,0,370560,10,1957,1957,Wail March - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.529,0.189,0.795,165.732,-21.581,1,0,0.0755,0.0686,0.0664,0.155,0,339267,8,1957,1957,I'm An Old *******,Jazz
['Sonny Rollins'],[39656],0.544,0.436,0.679,146.359,-8.801,1,5,0.715,0.00757,0.146,0.045,0,593427,7,1957,1957,Plain Jane - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.523,0.775,0.658,72.29,-9.806,1,7,0.509,0.0408,0.244,0.194,0,843747,8,1957,1957,What Is This Thing ****** Love? (Evening) - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.468,0.45,0.622,78.828,-10.999,0,4,0.461,0.000116,0.272,0.0448,0,239040,10,1958,1/1/1958,Who Cares?,Jazz
['Sonny Rollins'],[39656],0.584,0.262,0.471,70.322,-12.178,1,1,0.709,0.0489,0.248,0.056,0,154173,10,1964,1964,I Remember Clifford,Jazz
['Sonny Rollins'],[39656],0.475,0.684,0.785,131.36,-8.165,1,3,0.443,0.00134,0.178,0.0723,0,439200,9,1964,1964,Four,Jazz
['Sonny Rollins'],[39656],0.608,0.579,0.733,96.003,-12.775,0,2,0.68,0.0934,0.0964,0.0712,0,413667,5,1956,1956,Ee-Ah,Jazz
['Sonny Rollins'],[39656],0.463,0.11,0.351,61.539,-14.557,1,5,0.973,0.764,0.118,0.0364,0,375373,10,1957,1957,How Are Things In Glocca Morra? - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.618,0.427,0.441,135.791,-10.824,1,7,0.857,0.528,0.576,0.549,0,294893,8,1957,1957,I Can't Get Started - Live From Village ***************** Rudy Van Gelder Edition,Jazz
['Sonny Rollins'],[39656],0.512,0.0337,0.379,71.976,-24.683,0,9,0.678,0.691,0.0765,0.0598,0,469773,5,1957,1957,Solitude,Jazz
['Sonny Rollins'],[39656],0.517,0.18,0.528,76.459,-16.391,1,3,0.285,0.000767,0.0618,0.0476,0,354387,7,1958,1/1/1958,Grand Street,Jazz
['Sonny Rollins'],[39656],0.499,0.254,0.746,184.358,-20.547,0,0,0.388,0.00177,0.273,0.0945,0,216307,7,1958,1958,I've Found A New Baby,Jazz
['Sonny Rollins'],[39656],0.5,0.803,0.687,93.205,-7.725,0,4,0.0635,0.158,0.152,0.0742,0,271787,9,1964,1964,**** Street Theme,Jazz
['Sonny Rollins'],[39656],0.531,0.447,0.667,134.906,-10.098,0,10,0.624,0.00273,0.123,0.0438,0,224907,13,1966,1966,"Alfie's Theme Differently - From ""Alfie"" Score",Jazz
['Sonny Rollins'],[39656],0.604,0.391,0.784,114.531,-12.811,0,2,0.818,0.000492,0.283,0.0358,0,186267,28,1953,1953,With A Song In My Heart,Jazz
['Sonny Rollins'],[39656],0.554,0.261,0.529,95.263,-8.78,1,0,0.948,0.45,0.355,0.0342,0,237347,29,1954,1954,Silk 'N' Satin - RVG Remaster,Jazz
['Sonny Rollins'],[39656],0.493,0.0421,0.172,102.074,-18.071,1,2,0.913,0.173,0.0777,0.0347,0,447560,52,1962,1962,**** Bless the Child - Remastered,Jazz
['Sonny Rollins'],[39656],0.56,0.312,0.847,103.856,-14.917,0,5,0.869,0.0017,0.196,0.0394,0,159107,18,1953,1953,On A Slow Boat To China,Jazz
['Sonny Rollins'],[39656],0.465,0.413,0.909,178.088,-12.008,0,0,0.83,0.00303,0.194,0.0455,0,142467,14,1953,1953,Mambo Bounce,Jazz
['Sonny Rollins'],[39656],0.597,0.44,0.851,111.213,-13.201,1,3,0.81,0.0233,0.0699,0.0422,0,191160,16,1953,1953,Newk's Fadeaway,Jazz
['Sonny Rollins'],[39656],0.507,0.171,0.67,93.962,-13.426,1,3,0.961,0.183,0.199,0.0419,0,144733,14,1953,1953,This Love Of Mine,Jazz
['Sonny Rollins'],[39656],0.409,0.315,0.671,170.317,-15.378,1,5,0.845,0.00146,0.499,0.0534,0,152107,14,1953,1953,I Know,Jazz
['Sonny Rollins'],[39656],0.497,0.392,0.697,95.298,-13.943,1,10,0.82,0.0333,0.091,0.0502,0,133733,14,1953,1953,Scoops,Jazz
['Sonny Rollins'],[39656],0.536,0.179,0.628,83.147,-15.14,1,5,0.938,0.181,0.16,0.0591,0,161800,13,1953,1953,Time On My ***** (You In My Arms),Jazz
['Sonny Rollins'],[39656],0.543,0.326,0.82,112.564,-12.964,0,2,0.918,0.619,0.0996,0.0375,0,152667,12,1953,1953,Shadrack,Jazz
['Sonny Rollins'],[39656],0.394,0.441,0.629,90.058,-14.237,1,8,0.692,0.0375,0.105,0.0371,0,378960,27,1955,1955,There's No Business Like Show Business,Jazz
['Sonny Rollins'],[39656],0.562,0.2,0.485,133.899,-18.301,0,5,0.44,0.000155,0.962,0.0788,0,478093,35,1958,1/1/1958,Doxy,Jazz
['Sonny Rollins'],[39656],0.545,0.0145,0.133,102.057,-23.17,1,5,0.888,0.0903,0.156,0.0441,0,310667,42,1962,1962,Where Are You - Remastered,Jazz
['Sonny Rollins'],[39656],0.61,0.28,0.339,111.871,-15.634,1,8,0.753,0.00707,0.145,0.0477,0,446893,36,1962,1962,Without a Song - Remastered,Jazz
['Sonny Rollins'],[39656],0.611,0.405,0.543,110.744,-10.607,1,7,0.461,0.596,0.06,0.0819,0,235827,41,1964,1964,St. Thomas,Jazz
['Sonny Rollins'],[39656],0.605,0.138,0.385,90.185,-16.472,1,8,0.748,0.0923,0.206,0.112,0,270200,32,1958,1/1/1958,Manhattan,Jazz
['Sonny Rollins'],[39656],0.485,0.509,0.588,82.633,-11.191,1,7,0.348,0.0,0.153,0.0618,0,359933,32,1962,1962,The Bridge - Remastered,Jazz
['Sonny Rollins'],[39656],0.516,0.706,0.87,145.481,-6.49,0,2,0.409,0.0072,0.0276,0.0363,0,267160,13,1954,1954,Moving Out - RVG Remaster,Jazz
['Sonny Rollins'],[39656],0.538,0.238,0.721,171.71,-16.677,1,0,0.105,0.0482,0.104,0.136,0,343120,28,1957,1957,I'm an Old *******,Jazz
['Sonny Rollins'],[39656],0.454,0.514,0.35,143.163,-14.116,1,7,0.0967,0.000123,0.104,0.0628,0,466040,31,1962,1962,John S. - Remastered,Jazz
['Sonny Rollins'],[39656],0.579,0.161,0.231,76.302,-18.215,1,7,0.445,0.00439,0.123,0.0579,0,411867,29,1962,1962,You Do ********* to Me - Remastered,Jazz
['Sonny Rollins'],[39656],0.417,0.11,0.22,57.312,-16.504,0,5,0.951,0.721,0.174,0.0405,0,313440,34,1966,1966,"He's Younger Than You Are - From ""Alfie"" Score",Jazz
['Sonny Rollins'],[39656],0.611,0.279,0.318,120.857,-10.102,1,8,0.895,0.564,0.0805,0.0538,0,650307,12,1954,1954,More Than You Know - RVG Remaster,Jazz
['Sonny Rollins'],[39656],0.496,0.272,0.559,162.08,-18.94,1,8,0.385,0.901,0.339,0.106,0,194827,27,1959,1959,Oleo,Jazz
['Sonny Rollins'],[39656],0.561,0.658,0.66,106.526,-9.784,1,8,0.677,0.0018,0.95,0.201,0,501907,23,1957,1957,Old Devil Moon,Jazz
['Sonny Rollins'],[39656],0.694,0.225,0.608,129.843,-18.746,1,7,0.649,0.794,0.102,0.0527,0,551507,26,1962,1962,The ***** Has a Thousand Eyes,Jazz
['Sonny Rollins'],[39656],0.511,0.57,0.75,150.498,-7.863,1,3,0.583,0.00815,0.262,0.0371,0,384360,8,1954,1954,Solid - RVG Remaster,Jazz
['Sonny Rollins'],[39656],0.419,0.724,0.875,151.161,-6.778,1,3,0.417,0.0243,0.187,0.0399,0,344213,7,1954,1954,Swingin' For Bumsy - RVG Remaster,Jazz
['Sonny Rollins'],[39656],0.511,0.465,0.816,116.822,-14.539,1,8,0.603,0.473,0.0512,0.0414,0,358867,10,1955,1955,Raincheck,Jazz
['Sonny Rollins'],[39656],0.51,0.415,0.778,93.79,-14.323,0,2,0.713,0.0451,0.171,0.0351,0,296000,10,1955,1955,Paradox,Jazz
['Sonny Rollins'],[39656],0.462,0.62,0.617,153.573,-6.793,1,3,0.631,0.00363,0.207,0.0826,0,416120,22,1957,1957,********* - Rudy Van Gelder ************ *********** Bit Mastering,Jazz
['Sonny Rollins'],[39656],0.542,0.198,0.379,131.311,-13.797,1,7,0.747,0.0579,0.195,0.0396,0,568267,9,1955,1955,There Are Such Things,Jazz
['Sonny Rollins'],[39656],0.707,0.165,0.704,67.0,-16.064,1,2,0.799,0.121,0.14,0.0624,0,174427,15,1957,1957,The Last Time I Saw Paris,Jazz
['Sonny Rollins'],[39656],0.663,0.322,0.682,106.16,-14.722,0,7,0.735,0.00508,0.293,0.0422,0,235760,15,1957,1957,Just In Time,Jazz
['Sonny Rollins'],[39656],0.553,0.111,0.508,116.373,-18.07,0,0,0.873,0.71,0.0779,0.0386,0,292373,15,1957,1957,What Is There To Say?,Jazz
['Sonny Rollins'],[39656],0.548,0.277,0.748,96.47,-18.552,0,2,0.142,0.127,0.097,0.0406,0,195133,17,1962,1962,I Could Write a Book - Remastered ****,Jazz
['Sonny Rollins'],[39656],0.472,0.694,0.776,84.943,-10.97,0,2,0.48,0.00583,0.155,0.0421,0,366907,9,1955,1955,It's All Right With Me,Jazz
['Sonny Rollins'],[39656],0.623,0.185,0.606,136.809,-18.547,1,10,0.87,0.793,0.0888,0.0787,0,350867,14,1957,1957,Cutie,Jazz
['Sonny Rollins'],[39656],0.526,0.45,0.41,100.352,-11.118,1,7,0.679,0.359,0.23,0.0724,0,1175573,16,1958,1958,The Freedom Suite,Jazz
['Sonny Rollins'],[39656],0.485,0.0735,0.332,75.939,-20.188,1,6,0.784,0.855,0.0951,0.0709,0,471173,17,1957,1957,Solitude,Jazz
['Sonny Rollins'],[39656],0.466,0.337,0.479,98.349,-14.748,0,5,0.595,0.00507,0.227,0.0361,0,574640,22,1963,1963,All the Things You Are - Remastered,Jazz
['Sonny Sharrock'],[36987],0.169,0.725,0.196,114.525,-10.903,1,2,0.0111,0.0,0.104,0.0623,0,314000,25,1969,1969,Black Woman,Jazz
['Sonny Sharrock'],[36987],0.598,0.531,0.314,113.179,-15.073,1,4,0.674,0.796,0.094,0.0824,0,190960,30,1969,1969,Blind Willie,Jazz
['Spyro Gyra'],[156886],0.635,0.624,0.862,123.838,-13.891,0,10,0.0475,0.319,0.0403,0.0423,0,301827,25,1985,1/1/1985,Sunflurry,Jazz
['Spyro Gyra'],[156886],0.491,0.491,0.547,148.701,-12.91,0,0,0.0512,0.761,0.211,0.0699,0,309533,23,1980,1/1/1980,Sweet 'N Savvy,Jazz
['Spyro Gyra'],[156886],0.572,0.83,0.668,86.554,-5.841,0,9,0.42,0.593,0.0787,0.048,0,401413,23,1982,1/1/1982,Old San Juan,Jazz
['Spyro Gyra'],[156886],0.636,0.794,0.79,93.764,-8.888,1,11,0.471,0.701,0.282,0.0391,0,267960,21,1979,1/1/1979,It Doesn't Matter,Jazz
['Spyro Gyra'],[156886],0.613,0.833,0.541,111.854,-9.52,1,0,0.11,0.898,0.134,0.0443,0,237240,20,1979,1/1/1979,Song For Lorraine,Jazz
['Spyro Gyra'],[156886],0.572,0.696,0.825,136.332,-8.895,0,9,0.672,0.598,0.0673,0.0305,0,261747,19,1979,1/1/1979,Little Linda,Jazz
['Spyro Gyra'],[156886],0.327,0.377,0.269,93.437,-12.099,1,9,0.753,0.0175,0.107,0.0399,0,237440,19,1979,1/1/1979,Rasul,Jazz
['Spyro Gyra'],[156886],0.699,0.776,0.839,101.692,-7.283,0,10,0.445,0.654,0.0978,0.0436,0,236467,43,1979,1/1/1979,Morning Dance,Jazz
['Spyro Gyra'],[156886],0.707,0.873,0.772,94.118,-8.546,1,5,0.355,0.897,0.151,0.0667,0,286947,37,1978,1/1/1978,Shaker Song,Jazz
['Spyro Gyra'],[156886],0.68,0.497,0.58,96.321,-11.688,1,5,0.508,0.142,0.0924,0.0314,0,281947,38,1980,1/1/1980,Catching the Sun,Jazz
['Spyro Gyra'],[156886],0.702,0.405,0.935,120.798,-14.763,1,8,0.013,0.658,0.0929,0.0576,0,290040,31,1985,1/1/1985,Heartbeat,Jazz
['Stéphane Grappelli'],[749504],0.758,0.272,0.564,105.761,-10.005,1,5,0.984,0.444,0.297,0.0523,0,157960,31,1970,1970,Oriental Shuffle,Jazz
['Stéphane Grappelli'],[749504],0.399,0.228,0.333,99.77,-19.521,1,2,0.713,0.000446,0.354,0.036,0,180587,32,1969,9/30/1969,Flamingo,Jazz
['Stéphane Grappelli'],[749504],0.602,0.151,0.612,175.839,-20.031,1,7,0.924,0.696,0.328,0.179,0,173771,19,1942,1/1/1942,Djangology,Jazz
['Stéphane Grappelli'],[749504],0.618,0.249,0.836,147.969,-18.132,1,8,0.827,0.76,0.196,0.441,0,153425,17,1942,1/1/1942,Tiger Rag,Jazz
['Stéphane Grappelli'],[749504],0.843,0.143,0.638,107.66,-20.629,1,7,0.866,0.815,0.255,0.153,0,149370,17,1942,1/1/1942,I Saw Stars,Jazz
['Stéphane Grappelli'],[749504],0.454,0.0881,0.542,104.51,-21.934,1,2,0.939,0.921,0.187,0.0387,0,170961,11,1942,1/1/1942,Smoke Rings,Jazz
['Stéphane Grappelli'],[749504],0.622,0.161,0.699,170.681,-17.702,0,4,0.92,0.109,0.178,0.396,0,142495,11,1942,1/1/1942,**** of these Days,Jazz
['Stéphane Grappelli'],[749504],0.789,0.169,0.52,113.951,-15.693,0,2,0.883,0.646,0.103,0.0667,0,171637,11,1942,1/1/1942,**** Drag,Jazz
['Stéphane Grappelli'],[749504],0.617,0.263,0.689,126.036,-20.284,1,5,0.867,0.853,0.146,0.0772,0,194888,10,1942,1/1/1942,Clouds,Jazz
['Stéphane Grappelli'],[749504],0.583,0.197,0.739,176.275,-16.979,1,5,0.941,0.792,0.139,0.167,0,198981,10,1942,1/1/1942,Ultrafox,Jazz
['Stéphane Grappelli'],[749504],0.761,0.17,0.642,112.687,-19.887,1,2,0.528,0.251,0.0885,0.166,0,173315,10,1942,1/1/1942,I'm Confessin' (That I Love You),Jazz
['Stéphane Grappelli'],[749504],0.894,0.177,0.755,107.724,-18.984,1,7,0.855,0.836,0.138,0.275,0,154129,9,1942,1/1/1942,Dinah,Jazz
['Stéphane Grappelli'],[749504],0.833,0.238,0.872,138.425,-15.953,1,5,0.908,0.811,0.114,0.126,0,170877,8,1942,1/1/1942,Avalon,Jazz
['Stéphane Grappelli'],[749504],0.607,0.152,0.58,112.946,-18.809,1,7,0.944,0.364,0.139,0.0567,0,172112,9,1942,1/1/1942,Ton doux sourire,Jazz
